Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
Female,1,38,1,0,1.0,1,2.0,2
Male,1,61,1,6,5.0,2,2.0,1
Female,1,48,1,8,12.0,0,1.0,0
Male,1,40,1,4,1.0,1,2.0,1
Female,0,47,1,0,0.0,0,1.0,1
Male,1,53,1,6,4.0,2,4.0,3
Male,0,29,0,4,1.0,0,4.0,0
Male,1,72,0,0,1.0,0,1.0,1
Female,1,50,1,0,1.0,1,4.0,2
Male,1,63,1,2,0.0,0,1.0,0
Male,1,42,1,0,5.0,1,2.0,2
Male,1,40,0,2,14.0,1,3.0,3
Female,1,63,1,0,1.0,1,5.0,2
Male,0,25,1,0,13.0,0,3.0,0
Male,1,49,1,6,2.0,2,4.0,1
Female,0,28,0,1,0.0,0,6.0,0
Female,1,69,1,0,0.0,2,2.0,2
Male,0,31,0,1,0.0,0,5.0,2
Female,1,36,1,0,1.0,1,5.0,2
Male,0,21,0,1,9.0,0,4.0,3
Female,1,36,1,0,1.0,1,2.0,2
Female,0,41,1,1,12.0,0,1.0,0
Female,0,31,1,0,13.0,0,2.0,1
Male,1,51,1,6,7.0,2,4.0,2
Male,1,55,1,0,1.0,0,3.0,0
Male,1,31,1,0,1.0,1,2.0,1
Female,1,61,0,3,1.0,1,2.0,2
Male,0,31,1,0,1.0,0,3.0,3
Female,1,55,1,0,1.0,2,4.0,1
Female,0,33,1,0,0.0,0,5.0,2
Female,1,50,1,0,1.0,1,5.0,2
Male,1,71,0,2,1.0,0,2.0,0
Male,0,18,0,1,1.0,0,4.0,3
Female,1,73,1,5,1.0,2,2.0,2
Female,1,58,0,5,0.0,2,4.0,2
Male,1,65,1,0,5.0,2,2.0,0
Female,1,75,1,0,1.0,2,2.0,2
Female,0,62,1,3,0.0,0,1.0,1
Female,0,38,1,1,0.0,0,5.0,3
Female,0,27,1,8,3.0,0,7.0,3
Male,0,19,0,1,0.0,0,3.0,3
Male,1,43,1,2,1.0,0,4.0,0
Female,1,50,1,0,0.0,2,2.0,2
Male,0,27,1,2,9.0,0,1.0,0
Male,0,33,0,1,9.0,0,3.0,2
Female,1,26,0,4,0.0,1,3.0,3
Male,0,45,1,2,1.0,0,2.0,0
Male,0,25,1,4,7.0,0,1.0,0
Male,1,37,1,0,6.0,0,1.0,1
Female,1,37,1,0,5.0,1,3.0,1
Female,1,60,1,0,8.0,2,6.0,2
Female,1,76,1,5,1.0,2,2.0,2
Male,1,47,1,4,0.0,1,4.0,0
Female,1,42,1,0,8.0,0,1.0,0
Male,1,66,1,0,0.0,0,4.0,2
Male,0,20,0,1,1.0,0,5.0,3
Male,1,40,1,0,9.0,1,3.0,2
Male,0,21,0,1,13.0,0,6.0,3
Female,0,42,0,4,8.0,0,1.0,0
Male,1,57,1,4,5.0,1,2.0,2
Male,0,23,0,1,4.0,0,3.0,3
Female,1,52,1,0,2.0,1,4.0,2
Male,1,42,1,4,1.0,1,2.0,2
Male,0,28,0,4,0.0,0,4.0,3
Male,1,43,1,0,9.0,1,3.0,0
Male,0,30,1,4,3.0,0,2.0,3
Male,0,26,0,1,1.0,0,6.0,0
Male,1,86,1,6,0.0,2,2.0,2
Male,1,52,1,2,0.0,1,2.0,2
Female,1,43,0,3,0.0,0,1.0,0
Male,1,53,1,0,1.0,1,3.0,2
Male,0,33,1,1,3.0,0,1.0,3
Male,1,25,1,1,9.0,0,2.0,2
Female,1,55,1,0,1.0,0,1.0,1
Female,1,47,1,3,9.0,1,4.0,2
Male,0,27,0,4,9.0,0,4.0,3
Male,1,38,1,1,8.0,1,4.0,2
Female,1,69,1,0,2.0,1,9.0,2
Male,0,19,0,4,1.0,0,5.0,2
Female,0,28,0,7,9.0,0,2.0,3
Male,1,65,1,0,1.0,2,2.0,2
Female,0,22,0,1,0.0,0,4.0,3
Female,1,25,0,8,11.0,1,3.0,3
Female,0,52,1,0,1.0,0,2.0,0
Female,0,37,1,0,0.0,0,2.0,1
Male,1,29,1,2,0.0,0,2.0,3
Male,0,31,1,1,0.0,0,3.0,3
Female,0,36,1,7,9.0,0,1.0,2
Female,0,73,1,0,0.0,0,1.0,2
Male,1,51,1,0,2.0,0,2.0,0
Male,1,60,0,6,0.0,2,2.0,1
Male,0,40,1,1,1.0,0,2.0,3
Female,0,22,0,1,9.0,0,4.0,3
Male,1,28,1,3,9.0,1,2.0,2
Female,1,52,1,0,1.0,1,3.0,2
Female,0,28,0,4,0.0,0,4.0,2
Female,1,37,1,0,5.0,1,2.0,1
Male,1,53,1,4,2.0,1,3.0,2
Female,0,23,0,5,0.0,0,6.0,1
Female,1,75,1,5,0.0,2,2.0,1
Male,1,71,1,2,1.0,2,2.0,1
Male,1,53,1,0,0.0,2,4.0,2
Male,1,30,1,0,12.0,1,2.0,1
Female,1,31,0,2,0.0,1,2.0,0
Male,0,27,1,4,0.0,0,5.0,1
Male,1,65,1,5,0.0,0,1.0,0
Male,1,27,0,2,1.0,1,3.0,3
Male,1,52,0,2,0.0,1,2.0,1
Female,0,51,0,3,8.0,0,6.0,3
Female,1,30,1,3,8.0,1,5.0,3
Male,0,42,1,0,11.0,0,2.0,2
Female,0,19,0,1,9.0,0,8.0,3
Male,1,50,1,6,0.0,2,4.0,1
Male,1,41,1,0,0.0,1,4.0,2
Female,0,36,0,3,14.0,0,4.0,3
Female,1,43,1,1,0.0,1,2.0,0
Male,1,85,0,5,0.0,0,1.0,3
Male,1,43,1,0,1.0,1,2.0,1
Female,1,47,1,0,1.0,1,2.0,2
Female,1,60,1,5,0.0,0,2.0,3
Female,0,37,1,4,5.0,0,1.0,1
Male,0,31,1,1,0.0,0,2.0,2
Female,0,36,0,3,1.0,0,2.0,3
Male,0,33,1,8,1.0,0,1.0,3
Male,0,37,1,0,4.0,0,7.0,0
Male,1,35,1,3,1.0,1,4.0,0
Male,0,50,1,0,1.0,0,1.0,1
Male,0,21,0,1,1.0,0,4.0,3
Male,1,59,0,2,1.0,1,2.0,2
Female,0,20,0,1,1.0,0,5.0,3
Female,0,49,1,3,9.0,0,1.0,0
Male,1,62,1,6,0.0,2,4.0,2
Male,1,61,1,0,0.0,1,5.0,2
Male,1,43,1,8,1.0,1,2.0,0
Female,1,41,0,7,5.0,1,3.0,0
Male,1,21,0,4,1.0,0,3.0,3
Female,1,42,1,0,1.0,2,3.0,2
Female,1,38,0,3,1.0,1,6.0,1
Male,1,36,1,6,1.0,2,4.0,1
Male,1,51,1,1,1.0,0,2.0,0
Female,1,48,1,0,2.0,0,2.0,2
Female,0,29,1,8,1.0,0,1.0,3
Male,0,30,1,1,1.0,0,1.0,3
Male,0,19,0,1,0.0,0,4.0,3
Male,1,43,1,1,1.0,2,4.0,1
Male,1,38,1,2,2.0,1,2.0,1
Male,0,32,0,4,10.0,0,2.0,3
Female,0,38,1,1,8.0,0,2.0,3
Female,0,43,1,0,0.0,0,3.0,0
Male,0,76,1,5,0.0,0,2.0,0
Male,0,30,1,1,9.0,0,5.0,3
Male,0,31,0,1,1.0,0,4.0,3
Male,0,23,0,1,0.0,0,3.0,3
Male,1,70,0,5,0.0,2,3.0,1
Female,0,25,0,3,1.0,0,1.0,0
Male,0,29,0,7,1.0,0,2.0,3
Female,1,50,1,0,1.0,1,3.0,2
Male,1,71,1,0,1.0,1,2.0,2
Female,0,18,0,1,0.0,0,5.0,3
Male,0,35,0,1,1.0,0,1.0,3
Female,0,41,1,0,2.0,0,1.0,0
Male,0,20,0,7,0.0,0,3.0,1
Male,1,27,0,2,14.0,1,2.0,0
Male,1,27,1,1,1.0,2,2.0,3
Female,0,18,0,1,0.0,0,4.0,3
Female,1,41,1,0,9.0,2,2.0,1
Male,1,67,0,5,1.0,1,2.0,0
Female,1,28,1,0,0.0,0,2.0,0
Male,1,45,0,0,1.0,1,4.0,1
Male,1,36,0,6,8.0,2,4.0,2
Female,1,79,1,0,1.0,1,2.0,2
Female,0,33,0,3,1.0,0,3.0,2
Female,1,87,1,0,1.0,1,2.0,2
Female,1,52,1,0,3.0,0,1.0,0
Female,0,32,0,1,1.0,0,3.0,3
Female,0,42,1,3,1.0,0,7.0,0
Male,0,22,0,1,8.0,0,5.0,3
Female,0,18,0,4,2.0,0,4.0,3
Female,0,26,0,4,1.0,0,4.0,3
Female,1,66,1,0,0.0,1,2.0,2
Female,1,66,0,3,6.0,1,4.0,1
Male,1,69,0,5,1.0,0,2.0,1
Male,0,25,1,7,1.0,0,5.0,2
Male,1,55,1,0,1.0,0,2.0,0
Female,1,49,1,0,6.0,0,2.0,2
Male,1,61,1,4,3.0,0,2.0,0
Female,0,47,1,0,0.0,0,1.0,2
Male,1,59,1,6,0.0,2,5.0,2
Male,1,38,1,0,3.0,1,4.0,1
Male,1,55,1,0,8.0,1,2.0,2
Female,0,25,0,8,1.0,0,1.0,3
Male,0,36,0,0,2.0,0,4.0,0
Male,1,41,1,2,0.0,0,1.0,0
Female,0,39,0,3,1.0,0,3.0,0
Female,0,20,0,1,1.0,0,3.0,3
Female,0,33,0,3,0.0,0,5.0,3
Female,1,78,0,5,0.0,2,3.0,1
Female,1,87,0,5,0.0,0,1.0,0
Male,0,19,0,1,1.0,0,6.0,3
Female,1,60,1,0,1.0,2,4.0,2
Male,1,77,0,5,1.0,2,2.0,2
Female,1,43,0,2,5.0,0,1.0,3
Female,1,51,1,0,6.0,1,3.0,2
Male,0,18,0,4,0.0,0,5.0,2
Female,0,46,1,0,0.0,0,2.0,1
Female,0,20,0,1,1.0,0,5.0,3
Female,0,27,1,1,0.0,0,5.0,0
Male,1,26,1,0,0.0,0,2.0,2
Female,1,57,1,0,0.0,2,3.0,2
Male,1,53,1,0,6.0,1,2.0,2
Male,1,38,1,0,2.0,0,2.0,2
Male,1,41,0,4,1.0,0,3.0,0
Female,1,81,0,5,0.0,2,2.0,0
Female,1,38,0,3,0.0,0,3.0,0
Female,0,30,1,1,0.0,0,1.0,3
Male,1,37,0,2,2.0,0,3.0,0
Male,1,28,1,0,9.0,1,2.0,0
Male,1,43,0,0,1.0,2,3.0,1
Male,0,21,0,4,0.0,0,5.0,3
Male,1,33,1,0,1.0,1,3.0,0
Male,1,78,1,5,1.0,2,2.0,0
Male,0,23,0,1,1.0,0,5.0,3
Female,0,27,0,1,9.0,0,2.0,0
Female,1,45,1,0,1.0,1,3.0,1
Male,0,31,0,4,0.0,0,1.0,3
Male,1,42,1,0,2.0,1,2.0,2
Female,0,37,1,1,1.0,0,3.0,2
Male,0,33,1,2,9.0,0,2.0,3
Male,0,32,1,1,1.0,0,3.0,0
Male,0,21,0,1,1.0,0,3.0,3
Female,0,32,0,4,7.0,0,4.0,3
Male,1,36,1,0,0.0,1,2.0,1
Male,1,43,1,0,9.0,0,2.0,2
Male,1,37,0,2,1.0,1,3.0,0
Male,1,41,1,0,0.0,0,2.0,0
Male,1,41,1,3,1.0,1,2.0,2
Female,1,55,0,0,1.0,0,2.0,1
Male,1,61,0,3,9.0,1,4.0,2
Female,0,38,0,0,13.0,0,2.0,3
Male,1,62,1,2,0.0,1,6.0,2
Female,0,33,0,7,0.0,0,4.0,3
Male,1,53,1,2,1.0,1,2.0,1
Male,0,38,1,4,0.0,0,3.0,0
Male,1,51,0,0,2.0,1,4.0,2
Female,1,36,0,7,1.0,0,4.0,3
Male,1,45,1,0,0.0,1,4.0,2
Female,1,71,0,3,2.0,0,1.0,1
Female,0,26,0,8,0.0,0,6.0,0
Female,1,84,1,5,1.0,0,1.0,0
Male,1,56,0,5,0.0,2,2.0,2
Male,0,27,0,7,8.0,0,4.0,3
Male,0,36,0,3,3.0,0,3.0,3
Female,1,70,1,0,1.0,0,3.0,1
Female,1,40,1,3,0.0,1,2.0,2
Male,0,22,0,1,0.0,0,4.0,3
Male,1,48,1,0,4.0,0,1.0,1
Female,1,41,1,0,9.0,1,2.0,2
Male,1,77,1,5,0.0,0,2.0,2
Male,1,72,1,0,6.0,0,1.0,3
Female,0,21,0,1,1.0,0,3.0,3
Female,0,29,1,1,3.0,0,4.0,2
Female,1,33,1,8,1.0,1,3.0,3
Female,0,29,1,0,7.0,0,7.0,3
Male,0,18,0,1,0.0,0,2.0,3
Female,1,38,1,3,0.0,1,2.0,1
Female,1,48,1,8,3.0,1,2.0,1
Female,1,48,1,4,1.0,1,2.0,0
Female,0,37,1,0,3.0,0,1.0,2
Male,0,32,1,1,9.0,0,5.0,3
Male,0,33,0,1,3.0,0,5.0,1
Male,0,31,0,1,1.0,0,8.0,3
Male,1,47,0,0,0.0,1,5.0,0
Male,1,63,1,0,1.0,1,3.0,2
Female,0,26,1,1,5.0,0,2.0,3
Male,1,65,1,5,11.0,2,2.0,2
Male,1,22,0,1,1.0,1,4.0,3
Female,1,42,0,3,4.0,0,1.0,1
Male,1,43,0,0,8.0,0,1.0,0
Female,0,23,0,7,1.0,0,4.0,1
Male,0,27,1,0,5.0,0,4.0,1
Male,0,42,1,0,7.0,0,1.0,0
Male,1,45,1,6,1.0,2,3.0,2
Male,0,33,1,4,9.0,0,6.0,3
Male,1,58,0,6,0.0,2,4.0,1
Male,0,21,0,4,0.0,0,3.0,0
Female,0,85,1,8,4.0,0,1.0,3
Male,0,41,0,4,1.0,0,3.0,1
Female,1,57,0,3,0.0,0,1.0,1
Male,1,38,0,4,0.0,1,5.0,0
Male,1,50,1,0,0.0,1,5.0,2
Male,0,25,1,0,1.0,0,1.0,3
Male,0,33,0,1,1.0,0,4.0,2
Male,0,62,1,2,1.0,0,1.0,3
Male,0,26,0,1,1.0,0,6.0,2
Male,1,25,1,0,12.0,0,2.0,0
Male,1,63,0,6,1.0,2,3.0,2
Male,0,19,0,1,1.0,0,3.0,3
Female,1,26,0,1,1.0,2,2.0,2
Female,0,26,1,0,9.0,0,1.0,0
Female,0,30,1,3,3.0,0,3.0,3
Female,1,36,1,4,0.0,0,1.0,1
Female,0,22,0,1,1.0,0,9.0,3
Male,0,27,0,4,9.0,0,4.0,3
Male,1,42,1,6,1.0,2,5.0,1
Male,0,21,0,1,1.0,0,2.0,3
Male,1,38,1,6,0.0,2,3.0,2
Male,1,63,1,0,0.0,1,4.0,2
Female,1,47,1,8,1.0,2,5.0,0
Female,0,25,1,3,8.0,0,3.0,3
Female,1,69,1,0,1.0,2,2.0,1
Male,1,53,1,0,9.0,0,1.0,1
Male,1,36,1,0,1.0,0,2.0,2
Male,0,27,1,1,1.0,0,5.0,3
Male,0,19,0,1,1.0,0,3.0,3
Female,0,51,1,5,6.0,0,1.0,1
Male,0,43,1,2,5.0,0,1.0,3
Male,0,42,1,0,1.0,0,1.0,1
Female,1,72,1,4,1.0,2,2.0,2
Male,0,37,1,0,7.0,0,2.0,0
Male,1,66,0,5,0.0,2,2.0,1
Male,1,39,1,0,1.0,1,2.0,0
Female,0,21,0,2,5.0,0,5.0,3
Male,0,21,0,1,1.0,0,4.0,3
Female,1,28,1,6,8.0,2,2.0,2
Male,1,56,1,0,0.0,1,4.0,2
Male,0,26,1,1,1.0,0,1.0,3
Male,0,18,0,1,8.0,0,6.0,3
Male,0,23,0,1,1.0,0,8.0,3
Female,1,45,1,0,1.0,1,5.0,1
Female,1,65,0,3,1.0,1,3.0,0
Female,1,87,0,0,0.0,0,1.0,0
Female,1,56,1,0,5.0,1,4.0,2
Male,0,47,1,0,1.0,0,2.0,1
Female,0,68,1,4,1.0,0,1.0,0
Male,0,18,0,1,1.0,0,3.0,3
Male,1,40,1,0,6.0,0,1.0,0
Female,1,41,1,4,0.0,0,1.0,1
Male,0,23,0,1,1.0,0,4.0,3
Male,0,35,1,0,9.0,0,1.0,1
Male,1,66,1,6,1.0,2,2.0,2
Male,0,22,0,4,8.0,0,3.0,3
Male,0,23,0,1,0.0,0,4.0,3
Male,0,18,0,7,1.0,0,4.0,3
Male,1,60,0,0,0.0,0,1.0,1
Female,1,40,0,0,0.0,0,1.0,3
Female,1,30,0,3,1.0,1,8.0,3
Male,0,28,0,2,1.0,0,2.0,3
Male,1,42,0,0,6.0,0,2.0,1
Male,0,46,1,0,1.0,0,2.0,1
Female,0,23,0,1,9.0,0,4.0,3
Male,1,43,1,0,0.0,0,1.0,1
Female,0,20,0,2,0.0,0,6.0,1
Female,0,27,1,3,4.0,0,2.0,3
Male,1,82,1,5,0.0,0,1.0,3
Male,0,21,0,1,0.0,0,4.0,3
Female,0,25,0,4,1.0,0,4.0,0
Male,1,60,0,0,0.0,1,2.0,1
Female,1,71,1,5,0.0,2,2.0,2
Female,0,39,1,2,7.0,0,1.0,0
Male,1,83,1,5,1.0,0,1.0,3
Female,1,35,1,0,1.0,0,2.0,1
Male,0,19,0,1,1.0,0,4.0,3
Male,0,53,1,0,0.0,0,1.0,0
Male,0,23,0,1,4.0,0,9.0,3
Male,0,20,0,1,1.0,0,3.0,3
Female,1,50,1,0,4.0,0,1.0,1
Male,1,35,1,6,4.0,2,4.0,2
Male,1,32,1,4,11.0,1,2.0,0
Female,1,33,0,3,5.0,2,3.0,3
Female,1,53,1,0,1.0,1,3.0,2
Male,1,47,1,0,0.0,1,4.0,1
Female,0,37,1,3,0.0,0,1.0,0
Male,1,50,1,0,0.0,1,4.0,2
Female,0,23,0,1,9.0,0,3.0,3
Female,0,30,1,2,9.0,0,1.0,3
Female,0,28,0,1,3.0,0,2.0,0
Male,1,39,1,0,1.0,0,1.0,1
Male,1,81,0,5,1.0,2,2.0,0
Female,1,65,0,3,0.0,1,2.0,1
Male,1,53,1,6,1.0,2,3.0,2
Male,1,30,1,1,0.0,0,2.0,0
Male,0,40,1,0,8.0,0,1.0,1
Male,0,28,1,0,4.0,0,6.0,1
Male,1,28,1,4,0.0,0,9.0,3
Female,1,60,1,8,1.0,0,4.0,2
Male,1,48,1,2,1.0,0,3.0,0
Male,1,70,1,5,3.0,0,1.0,3
Female,1,39,1,2,7.0,1,2.0,1
Male,1,42,0,4,5.0,1,5.0,1
Male,1,38,0,2,1.0,1,2.0,1
Male,0,35,1,0,0.0,0,1.0,2
Male,1,43,1,2,1.0,1,3.0,1
Female,1,83,1,5,1.0,0,1.0,1
Male,1,43,1,0,8.0,0,1.0,1
Female,1,46,1,0,0.0,1,4.0,2
Male,1,50,1,4,0.0,1,3.0,1
Female,0,38,1,0,8.0,0,1.0,1
Male,1,69,0,6,1.0,2,2.0,2
Female,1,38,1,0,1.0,1,2.0,2
Female,0,26,1,1,0.0,0,3.0,3
Male,0,37,0,1,0.0,0,5.0,0
Male,1,72,1,6,0.0,2,2.0,2
Male,1,52,1,0,1.0,1,4.0,1
Male,1,85,1,5,1.0,2,2.0,0
Female,0,29,1,1,6.0,0,3.0,3
Male,0,26,0,1,0.0,0,4.0,2
Female,0,33,1,4,0.0,0,6.0,2
Female,0,40,1,1,0.0,0,1.0,3
Female,0,32,1,0,1.0,0,7.0,0
Male,1,79,1,5,2.0,2,2.0,1
Female,0,25,1,1,1.0,0,1.0,3
Male,0,35,0,0,1.0,0,1.0,0
Female,1,68,1,5,0.0,0,1.0,2
Male,0,33,1,1,1.0,0,4.0,2
Male,1,36,1,0,7.0,1,5.0,1
Male,1,51,1,6,3.0,2,5.0,2
Male,1,25,1,0,8.0,0,4.0,3
Female,1,37,1,0,1.0,1,2.0,2
Female,1,35,1,0,0.0,1,2.0,2
Male,0,21,0,1,1.0,0,4.0,3
Female,1,55,1,0,1.0,1,4.0,2
Female,0,20,0,7,1.0,0,4.0,3
Male,1,35,0,6,1.0,2,3.0,2
Female,0,39,0,3,6.0,0,1.0,2
Male,1,83,0,6,1.0,2,2.0,3
Male,1,45,1,0,1.0,1,2.0,2
Male,1,40,1,0,9.0,0,2.0,2
Female,0,27,1,0,1.0,0,5.0,2
Male,1,51,0,2,7.0,1,3.0,2
Male,1,35,1,0,1.0,1,3.0,1
Male,1,57,1,0,0.0,0,2.0,2
Male,1,20,0,1,1.0,1,4.0,3
Female,0,49,1,0,4.0,0,1.0,0
Male,0,52,1,2,1.0,0,2.0,1
Male,1,35,1,0,1.0,1,3.0,2
Male,1,39,1,1,1.0,0,3.0,3
Male,1,69,1,6,0.0,0,2.0,1
Female,0,26,1,2,6.0,0,2.0,3
Male,1,36,1,0,8.0,0,4.0,3
Female,1,25,1,3,6.0,1,2.0,0
Female,1,60,1,0,0.0,0,1.0,1
Female,0,37,1,1,1.0,0,2.0,0
Female,0,42,0,0,0.0,0,1.0,3
Male,0,22,0,1,9.0,0,4.0,3
Male,1,41,0,4,2.0,1,4.0,0
Male,1,75,0,6,0.0,0,1.0,3
Female,1,37,1,8,1.0,2,2.0,0
Female,1,77,1,0,0.0,2,2.0,1
Male,1,43,1,6,1.0,2,4.0,1
Female,0,31,1,1,8.0,0,4.0,2
Male,0,33,0,4,1.0,0,2.0,1
Male,1,60,1,6,1.0,2,4.0,1
Female,1,61,1,0,1.0,0,2.0,2
Female,0,29,0,8,8.0,0,1.0,3
Male,0,25,1,1,1.0,0,4.0,3
Male,1,83,1,0,2.0,2,2.0,0
Female,0,38,1,0,7.0,0,1.0,2
Male,0,28,1,0,0.0,0,4.0,2
Male,1,65,1,2,0.0,2,2.0,0
Female,1,61,1,4,0.0,1,4.0,1
Female,1,51,0,3,4.0,0,2.0,3
Male,1,36,0,6,2.0,2,3.0,3
Female,1,55,1,0,2.0,1,2.0,2
Male,1,43,1,0,1.0,1,4.0,1
Female,1,46,1,0,0.0,1,4.0,0
Female,1,43,1,0,8.0,1,2.0,1
Male,1,57,0,4,4.0,0,3.0,1
Male,1,35,0,4,0.0,0,1.0,0
Male,1,65,1,0,0.0,1,2.0,2
Female,1,37,1,0,0.0,0,3.0,0
Male,1,35,1,0,4.0,1,2.0,0
Male,1,37,0,6,1.0,0,2.0,0
Male,1,38,1,6,0.0,1,3.0,1
Male,0,19,0,1,1.0,0,3.0,3
Male,0,36,1,0,0.0,0,1.0,1
Male,1,61,1,0,2.0,1,2.0,2
Male,1,53,0,0,1.0,1,6.0,0
Male,1,45,1,0,0.0,0,1.0,2
Female,1,42,0,2,1.0,0,6.0,1
Female,1,83,1,5,0.0,2,2.0,2
Female,0,36,1,0,0.0,0,1.0,1
Female,0,37,1,1,1.0,0,1.0,3
Male,1,42,1,0,1.0,1,3.0,2
Female,1,80,0,5,1.0,2,2.0,2
Female,0,18,0,1,0.0,0,5.0,3
Male,1,57,1,2,0.0,0,2.0,0
Male,0,36,0,7,0.0,0,2.0,3
Female,0,43,1,0,8.0,0,1.0,0
Male,0,31,0,1,1.0,0,3.0,1
Male,0,38,1,4,4.0,0,1.0,1
Male,1,45,1,0,7.0,2,4.0,0
Male,1,72,1,5,0.0,2,2.0,2
Female,1,43,1,4,9.0,0,2.0,0
Female,0,29,1,2,8.0,0,2.0,0
Male,0,45,1,0,1.0,0,2.0,0
Female,0,29,1,8,13.0,0,1.0,0
Male,0,43,1,0,7.0,0,3.0,0
Female,1,42,0,0,0.0,1,3.0,0
Male,1,47,0,2,9.0,1,6.0,2
Male,0,26,1,1,1.0,0,3.0,1
Female,1,60,1,5,1.0,2,3.0,2
Male,1,41,1,6,5.0,0,2.0,0
Male,0,27,1,0,7.0,0,3.0,3
Male,0,18,0,1,1.0,0,3.0,3
Female,0,46,1,0,8.0,0,1.0,2
Female,1,35,1,0,1.0,1,2.0,1
Female,0,25,1,0,2.0,0,2.0,0
Male,0,18,0,1,1.0,0,3.0,3
Female,0,22,0,1,1.0,0,3.0,3
Male,1,56,0,6,1.0,1,3.0,1
Female,1,35,1,8,9.0,1,2.0,1
Male,1,50,1,0,8.0,1,2.0,2
Male,0,33,0,4,1.0,0,6.0,0
Female,1,69,0,2,1.0,0,2.0,1
Female,1,38,1,3,4.0,0,2.0,0
Male,1,42,1,4,1.0,1,5.0,2
Male,1,61,1,2,3.0,1,6.0,1
Female,0,20,0,1,4.0,0,6.0,3
Female,1,46,1,3,1.0,1,2.0,2
Male,1,40,0,2,5.0,0,4.0,3
Male,1,51,1,4,1.0,2,2.0,2
Female,1,58,1,0,4.0,1,5.0,2
Female,0,33,1,1,1.0,0,5.0,2
Male,0,26,0,2,0.0,0,2.0,0
Male,1,58,0,6,4.0,2,3.0,2
Male,1,65,1,8,0.0,2,2.0,0
Male,1,41,1,3,1.0,1,2.0,2
Male,1,42,1,4,0.0,1,2.0,2
Male,1,25,0,3,14.0,0,1.0,3
Female,0,30,0,8,10.0,0,6.0,3
Male,1,79,0,5,1.0,0,1.0,3
Female,1,51,0,1,0.0,2,3.0,3
Male,0,26,1,4,1.0,0,4.0,2
Female,1,37,0,2,2.0,1,4.0,0
Female,0,25,0,4,0.0,0,2.0,3
Male,0,41,1,7,0.0,0,2.0,3
Female,1,83,1,6,1.0,2,3.0,0
Male,1,35,1,2,0.0,1,3.0,2
Male,0,21,0,1,3.0,0,7.0,3
Female,0,28,1,3,0.0,0,3.0,3
Male,1,45,1,0,0.0,1,2.0,2
Male,1,51,0,6,0.0,0,4.0,1
Male,0,25,1,2,1.0,0,3.0,0
Male,0,29,1,1,2.0,0,3.0,2
Male,1,45,0,7,1.0,0,2.0,3
Female,1,47,0,3,8.0,1,5.0,1
Female,0,56,1,5,1.0,0,2.0,3
Female,0,40,1,0,8.0,0,2.0,1
Female,1,65,1,5,1.0,0,1.0,0
Male,0,40,1,0,2.0,0,1.0,1
Male,1,42,1,4,8.0,1,2.0,1
Male,1,45,1,0,2.0,1,3.0,3
Female,1,58,1,3,1.0,0,1.0,0
Female,0,30,0,4,1.0,0,3.0,3
Male,1,35,1,0,10.0,2,2.0,1
Female,1,53,0,8,9.0,0,1.0,0
Female,1,58,1,0,0.0,1,2.0,2
Female,1,88,1,0,1.0,2,2.0,2
Female,0,27,0,7,0.0,0,3.0,2
Male,0,39,1,0,9.0,0,1.0,0
Female,1,41,1,0,1.0,0,1.0,1
Female,0,28,0,0,1.0,0,4.0,1
Male,1,35,0,2,9.0,0,3.0,0
Male,1,76,0,6,1.0,2,2.0,0
Female,0,33,1,1,0.0,0,1.0,3
Female,1,59,1,4,5.0,0,2.0,0
Female,1,45,1,4,0.0,0,1.0,1
Female,1,81,0,5,1.0,2,2.0,1
Female,0,33,0,3,1.0,0,3.0,3
Female,1,86,0,5,0.0,2,2.0,1
Male,0,19,0,1,1.0,0,4.0,3
Female,0,20,0,1,0.0,0,4.0,3
Female,0,25,0,1,0.0,0,8.0,1
Female,0,89,1,5,1.0,0,1.0,3
Female,0,33,1,2,0.0,0,3.0,0
Female,1,62,1,0,0.0,2,2.0,2
Female,1,55,1,0,4.0,1,4.0,2
Male,0,39,1,0,0.0,0,1.0,0
Male,0,30,1,1,3.0,0,6.0,3
Female,1,37,0,6,0.0,2,2.0,0
Female,0,40,0,7,0.0,0,1.0,0
Male,0,38,1,0,6.0,0,4.0,0
Male,1,52,0,0,1.0,0,2.0,0
Female,1,48,0,3,1.0,1,5.0,1
Female,1,60,0,3,1.0,1,5.0,1
Female,0,36,1,3,9.0,0,1.0,0
Male,1,59,1,4,0.0,1,2.0,2
Male,1,71,0,2,0.0,1,3.0,0
Male,1,37,1,6,1.0,1,2.0,1
Female,0,51,1,0,0.0,0,1.0,0
Male,0,22,0,1,1.0,0,3.0,3
Male,1,28,1,0,1.0,1,2.0,1
Female,0,22,0,1,1.0,0,8.0,3
Female,1,48,1,8,1.0,2,2.0,2
Female,0,23,0,1,1.0,0,4.0,3
Female,0,31,0,3,1.0,0,8.0,0
Male,1,37,0,0,1.0,0,5.0,2
Male,1,50,1,4,1.0,1,4.0,2
Male,1,42,1,4,1.0,1,4.0,2
Female,0,50,1,6,1.0,0,1.0,0
Female,0,43,1,0,1.0,0,1.0,3
Male,0,20,0,7,0.0,0,4.0,2
Female,0,28,1,2,0.0,0,4.0,1
Female,0,33,0,1,7.0,0,6.0,2
Female,0,49,1,0,0.0,0,1.0,1
Female,0,40,1,1,9.0,0,1.0,3
